instance_id,instance_size,min_span_tree_weight,algorithm_id,tour_length,runtime
126,6,1662.3442575428194,3,3084.0189801637403,0.024999957531690598
129,6,1985.6327280912244,0,2608.641231257995,0.024999957531690598
130,6,2174.8787760123178,0,3058.5691085726703,0.024999957531690598
133,6,1599.9843015206852,0,2784.259790750644,0.024999957531690598
135,6,1369.2907639030846,1,2110.8681368049265,0.024999957531690598
136,6,1249.4125520029336,0,1904.041415483671,0.024999957531690598
136,6,1249.4125520029336,3,2110.928733846259,0.024999957531690598
138,6,1662.6518947070176,0,2405.734708048073,0.024999957531690598
142,6,1223.5430915897966,0,2155.3467189705875,0.024999957531690598
142,6,1223.5430915897966,1,2155.346718970587,0.024999957531690598
143,6,954.4848007627374,0,1635.0863289935733,0.024999957531690598
145,6,1340.864243419527,1,2133.175175014171,0.024999957531690598
146,6,1915.0179651898738,1,2952.0005050927484,0.024999957531690598
149,6,1401.4712968126496,1,2376.6025700266728,0.024999957531690598
108,6,1405.4763704564978,1,2223.8364045996673,0.0200001522898674
110,6,1398.1023093473846,1,2086.7586496735958,0.0200001522898674
119,6,2159.622884786166,1,3241.8742943785173,0.0200001522898674
139,6,1050.0205283910127,3,1863.6153313506122,0.0200001522898674
141,6,1789.950292093806,1,2555.7394275612664,0.0200001522898674
147,6,1426.7540768145145,1,2154.4452177249773,0.0200001522898674
149,6,1401.4712968126496,0,2376.602570026672,0.0200001522898674
117,6,1399.5752815840424,1,1935.6216336365724,0.019999686628580093
132,6,1337.5332146712537,1,2039.3126270532669,0.019999686628580093
128,6,1714.3232077764071,1,2279.168319289289,0.014999881386756897
130,6,2174.8787760123178,1,3058.5691085726708,0.014999881386756897
131,6,1560.4092556311618,1,2245.7498969844364,0.014999881386756897
134,6,1885.1618290065333,1,2574.4839597988052,0.014999881386756897
114,6,1604.4828056312322,1,2132.269414382892,0.0100000761449337
129,6,1985.6327280912244,1,2608.641231257994,0.0100000761449337
140,6,1778.0970105317167,3,3384.014778973945,0.0100000761449337
144,6,1430.9042477495734,3,2660.4907194376538,0.0100000761449337
145,6,1340.864243419527,3,2475.934625817339,0.0100000761449337
146,6,1915.0179651898738,3,3511.5290017743905,0.0100000761449337
147,6,1426.7540768145145,3,2154.445217724977,0.0100000761449337
148,6,1640.7588303060943,3,2449.0668279488486,0.0100000761449337
141,6,1789.950292093806,3,2787.729250489361,0.009999610483646393
149,6,1401.4712968126496,3,2376.602570026672,0.009999610483646393
138,6,1662.6518947070176,3,3214.464906129324,0.004999805241823196
142,6,1223.5430915897966,3,2155.3467189705875,0.004999805241823196
192,7,1374.7434129595258,6,2359.1528810336927,117.7849997766316
179,7,1874.2371021697868,6,2933.0080814860917,116.27999972552061
199,7,1735.686276398854,6,2857.9762129704577,78.19500006735325
152,7,1962.5290546437082,6,3125.2227254103677,65.26000006124377
189,7,2160.5625850269807,6,2956.7874640255473,49.62499998509884
167,7,1489.0149957332956,6,2486.3142306711065,44.37999986112118
171,7,1891.0426864716098,6,2784.630958552214,41.424999944865704
176,7,1900.3748943628757,6,2812.945249854547,37.59000031277537
184,7,1174.0137021737762,6,1642.3856426738357,35.995000042021275
153,7,1055.000718888229,6,1741.0140225691748,35.91000009328127
185,7,1777.2611613232084,6,2642.292107306176,33.81500020623207
183,7,1284.6401186573423,6,1996.8263633776983,32.41500025615096
187,7,1351.667710080032,6,2084.057032486754,30.60000017285347
177,7,2008.0110209839754,6,2798.8690199263556,24.980000220239162
193,7,1778.4035631110057,6,2650.68058468685,23.190000094473362
191,7,1352.0193047209962,6,2233.1352532392507,22.79999991878867
158,7,1934.8402836112182,6,2827.923530368108,15.010000206530094
182,7,1559.7038052692508,6,2240.7682328216424,14.300000388175249
196,7,1454.0446316671364,6,2447.858005195826,13.774999883025885
151,7,1762.4097029144577,6,2597.0424503677123,13.039999641478062
186,7,1338.9967318305198,6,1933.5183726607047,10.455000214278698
178,7,1308.9030388501565,6,2185.7724695585944,10.445000138133764
156,7,1443.3536389049227,6,2181.6782741269635,9.860000107437372
160,7,1612.7594139056976,6,2707.9605122019702,8.485000114887953
157,7,1322.3649232066,6,2100.195452594386,8.309999946504831
180,7,1720.7101786044734,6,2323.8124697143103,8.249999955296516
190,7,1002.4523000206013,6,1669.3192338762888,7.965000346302986
161,7,2315.2649693769845,6,3243.8367555976433,6.705000065267086
194,7,1664.0905899400511,6,2375.089958240965,6.320000160485506
170,7,1744.3909239513025,6,2416.083964534835,5.184999667108059
197,7,1516.0965059830487,6,2465.4931564932554,4.819999914616346
169,7,1870.323507467742,6,2784.897543428833,3.79500025883317
195,7,1779.8753610746985,6,2511.897438867044,3.7449998781085014
166,7,1683.26355484844,6,2360.2109536824937,3.735000267624855
173,7,1291.2231100917509,6,1882.1869104515022,3.7150001153349876
188,7,1541.5702459912486,6,2476.955839495092,2.8350003995001316
162,7,1571.3460527060092,6,2325.8285644032944,2.5400002487003803
152,7,1962.5290546437082,4,3125.2227254103677,2.4950001388788223
181,7,1568.9836979833706,6,2411.255578946784,2.3349998518824577
199,7,1735.686276398854,5,2857.9762129704577,2.185000106692314
154,7,1698.0313998158506,6,2648.7418860609987,2.0650001242756844
198,7,1608.1318654791494,5,2591.4548716054614,2.0399997010827065
150,7,1409.6215516456737,5,2355.2562069462883,1.9400003366172314
161,7,2315.2649693769845,5,3243.8367555976433,1.7750002443790436
194,7,1664.0905899400511,5,2375.0899582409647,1.769999973475933
168,7,1454.702875466024,6,2063.334434130024,1.7650001682341099
175,7,1721.9309661041366,6,2754.4790966665087,1.7450000159442425
181,7,1568.9836979833706,5,2411.2555789467838,1.6749999485909939
197,7,1516.0965059830487,5,2465.4931564932554,1.6749999485909939
188,7,1541.5702459912486,4,2517.5402061610143,1.6549997963011265
180,7,1720.7101786044734,5,2323.8124697143103,1.6499999910593033
150,7,1409.6215516456737,6,2355.2562069462883,1.6299998387694359
158,7,1934.8402836112182,5,2827.923530368108,1.5999996103346348
176,7,1900.3748943628757,5,2812.945249854547,1.5600002370774746
164,7,1575.9675831234624,6,2490.932197463034,1.554999966174364
170,7,1744.3909239513025,5,2416.083964534835,1.554999966174364
174,7,2337.3218316764137,6,3327.370569890637,1.5349998138844967
179,7,1874.2371021697868,5,2933.0080814860917,1.5250002034008503
175,7,1721.9309661041366,5,2754.4790966665087,1.509999856352806
155,7,1764.9435612926263,5,2591.8553542369614,1.505000051110983
174,7,2337.3218316764137,5,3327.370569890637,1.4999997802078724
190,7,1002.4523000206013,5,1669.3192338762885,1.4950004406273365
196,7,1454.0446316671364,5,2447.858005195826,1.4700000174343586
189,7,2160.5625850269807,5,2956.7874640255473,1.4349999837577343
171,7,1891.0426864716098,5,2784.630958552214,1.4249999076128006
195,7,1779.8753610746985,5,2511.8974388670445,1.3900003395974636
168,7,1454.702875466024,5,2063.334434130024,1.3899998739361763
184,7,1174.0137021737762,5,1642.3856426738357,1.3700001873075962
187,7,1351.667710080032,5,2084.057032486754,1.320000272244215
193,7,1778.4035631110057,5,2650.6805846868506,1.3049999251961708
159,7,1663.0104287094925,6,2211.756038110404,1.2999996542930603
166,7,1683.26355484844,5,2360.2109536824937,1.2950003147125244
169,7,1870.323507467742,5,2784.897543428833,1.290000043809414
182,7,1559.7038052692508,5,2240.7682328216424,1.2599998153746128
152,7,1962.5290546437082,5,3125.2227254103677,1.2550000101327896
172,7,1433.1469913019318,5,1815.9907177579526,1.2500002048909664
153,7,1055.000718888229,5,1741.0140225691748,1.244999933987856
192,7,1374.7434129595258,5,2359.1528810336927,1.2400001287460327
188,7,1541.5702459912486,5,2476.955839495092,1.2399996630847454
162,7,1571.3460527060092,5,2325.8285644032944,1.230000052601099
183,7,1284.6401186573423,5,1996.8263633776983,1.230000052601099
198,7,1608.1318654791494,6,2591.4548716054614,1.2199999764561653
177,7,2008.0110209839754,5,2798.8690199263556,1.2099999003112316
172,7,1433.1469913019318,6,1815.9907177579526,1.2050000950694084
173,7,1291.2231100917509,5,1882.1869104515022,1.199999824166298
151,7,1762.4097029144577,5,2597.0424503677123,1.1950000189244747
154,7,1698.0313998158506,5,2648.7418860609987,1.1950000189244747
191,7,1352.0193047209962,5,2233.1352532392507,1.1950000189244747
157,7,1322.3649232066,5,2064.6719205527847,1.1899997480213642
178,7,1308.9030388501565,5,2185.7724695585944,1.1899997480213642
160,7,1612.7594139056976,5,2707.9605122019702,1.184999942779541
186,7,1338.9967318305198,5,1933.5183726607047,1.184999942779541
165,7,1849.3235423817273,5,2289.479884372209,1.1799996718764305
159,7,1663.0104287094925,5,2211.756038110404,1.1749998666346073
185,7,1777.2611613232084,5,2642.292107306176,1.1749998666346073
167,7,1489.0149957332956,5,2486.3142306711065,1.1700000613927841
164,7,1575.9675831234624,5,2490.932197463034,1.1599999852478504
163,7,1422.1615338690365,5,1909.2118392790628,1.1400002986192703
156,7,1443.3536389049227,5,2181.6782741269635,1.139999832957983
165,7,1849.3235423817273,6,2289.479884372209,0.8499999530613422
163,7,1422.1615338690365,6,1909.2118392790628,0.8299998007714748
155,7,1764.9435612926263,6,2591.8553542369614,0.7799998857080936
195,7,1779.8753610746985,4,2788.910538786861,0.7650000043213367
182,7,1559.7038052692508,1,2240.7682328216433,0.6749997846782207
181,7,1568.9836979833706,4,2642.625751005018,0.6349999457597733
174,7,2337.3218316764137,4,3398.395832005003,0.5800002254545689
186,7,1338.9967318305198,2,2084.947538052417,0.5550002679228783
191,7,1352.0193047209962,4,2275.9689786242843,0.5100001581013203
178,7,1308.9030388501565,4,2289.014257300204,0.5049998871982098
185,7,1777.2611613232084,4,2642.2921073061766,0.5000000819563866
198,7,1608.1318654791494,4,2620.0173852884286,0.46500004827976227
158,7,1934.8402836112182,4,2827.9235303681085,0.45499997213482857
154,7,1698.0313998158506,4,2816.751131707139,0.44999970123171806
194,7,1664.0905899400511,4,2461.428605384459,0.40999986231327057
180,7,1720.7101786044734,4,2323.8124697143103,0.350000336766243
170,7,1744.3909239513025,4,2416.083964534835,0.3349999897181988
187,7,1351.667710080032,4,2317.5683252536323,0.3349999897181988
196,7,1454.0446316671364,4,2447.858005195826,0.3249999135732651
193,7,1778.4035631110057,4,2657.929791607381,0.3149998374283314
176,7,1900.3748943628757,4,2848.7745163388695,0.3100000321865082
182,7,1559.7038052692508,4,2458.2454716486995,0.305000226944685
184,7,1174.0137021737762,4,1702.4261345870502,0.305000226944685
186,7,1338.9967318305198,4,1933.5183726607047,0.305000226944685
172,7,1433.1469913019318,4,2052.341885046388,0.3049997612833977
199,7,1735.686276398854,4,2857.9762129704577,0.2999999560415745
175,7,1721.9309661041366,4,2911.1944962189255,0.2950001507997513
177,7,2008.0110209839754,4,2883.2620770417275,0.2799998037517071
190,7,1002.4523000206013,4,1765.1108081354719,0.2799998037517071
168,7,1454.702875466024,4,2063.334434130024,0.2700001932680607
173,7,1291.2231100917509,4,1882.1869104515022,0.2649999223649502
179,7,1874.2371021697868,4,3087.6986791635454,0.2649999223649502
150,7,1409.6215516456737,4,2378.387685529263,0.2550003118813038
159,7,1663.0104287094925,4,2457.8232760439278,0.2549998462200165
162,7,1571.3460527060092,4,2325.8285644032944,0.2549998462200165
169,7,1870.323507467742,4,2910.759212743743,0.2500000409781933
151,7,1762.4097029144577,4,2688.5849347290455,0.2450002357363701
161,7,2315.2649693769845,4,3319.836386016336,0.23500015959143639
167,7,1489.0149957332956,4,2610.8132806348126,0.2300003543496132
196,7,1454.0446316671364,0,2447.8580051958256,0.22500008344650269
165,7,1849.3235423817273,4,2441.8677867459546,0.2200002782046795
157,7,1322.3649232066,4,2228.0584010243174,0.21999981254339218
190,7,1002.4523000206013,0,1669.3192338762885,0.2100002020597458
155,7,1764.9435612926263,4,2610.0327507023458,0.20499993115663528
164,7,1575.9675831234624,4,2581.7708268148654,0.2000001259148121
166,7,1683.26355484844,4,2376.6436503804016,0.2000001259148121
194,7,1664.0905899400511,3,2767.2011441448267,0.19999966025352478
183,7,1284.6401186573423,4,2165.400017835319,0.19499985501170158
187,7,1351.667710080032,1,2084.057032486755,0.1900000497698784
194,7,1664.0905899400511,1,2375.0899582409697,0.1900000497698784
192,7,1374.7434129595258,4,2476.04536973614,0.1799999736249447
198,7,1608.1318654791494,0,2591.454871605461,0.1799999736249447
187,7,1351.667710080032,0,2084.0570324867535,0.1750001683831215
197,7,1516.0965059830487,4,2465.4931564932554,0.17499970272183418
189,7,2160.5625850269807,4,3186.6507878633643,0.1700003631412983
178,7,1308.9030388501565,1,2185.772469558604,0.169999897480011
171,7,1891.0426864716098,4,2784.630958552214,0.1650000922381878
199,7,1735.686276398854,1,2857.9762129704645,0.1600002869963646
194,7,1664.0905899400511,0,2375.0899582409647,0.1550000160932541
197,7,1516.0965059830487,0,2465.493156493255,0.1449999399483204
153,7,1055.000718888229,4,1811.726560920864,0.1349998638033867
154,7,1698.0313998158506,1,2648.7418860610014,0.1349998638033867
177,7,2008.0110209839754,0,2798.8690199263556,0.1349998638033867
192,7,1374.7434129595258,0,2359.152881033692,0.1349998638033867
193,7,1778.4035631110057,0,2650.68058468685,0.1349998638033867
175,7,1721.9309661041366,1,2754.4790966665096,0.1300000585615635
186,7,1338.9967318305198,0,1933.5183726607045,0.1300000585615635
171,7,1891.0426864716098,0,2784.6309585522135,0.1250002533197403
172,7,1433.1469913019318,0,1815.9907177579523,0.12499978765845299
174,7,2337.3218316764137,0,3327.3705698906365,0.12499978765845299
179,7,1874.2371021697868,0,2933.008081486091,0.12499978765845299
182,7,1559.7038052692508,0,2240.7682328216424,0.12499978765845299
198,7,1608.1318654791494,1,2591.454871605463,0.12499978765845299
198,7,1608.1318654791494,2,2646.030962049984,0.12499978765845299
189,7,2160.5625850269807,0,2956.787464025547,0.1200004480779171
168,7,1454.702875466024,0,2063.3344341300235,0.11999998241662979
169,7,1870.323507467742,0,2784.897543428833,0.11999998241662979
170,7,1744.3909239513025,0,2416.0839645348346,0.11999998241662979
173,7,1291.2231100917509,0,1882.1869104515022,0.11999998241662979
175,7,1721.9309661041366,0,2754.479096666508,0.11999998241662979
176,7,1900.3748943628757,0,2812.9452498545465,0.11999998241662979
178,7,1308.9030388501565,0,2185.772469558594,0.11999998241662979
