instance_id,instance_size,algorithm_id,tour_length,runtime
0,6,0,2708.7123190201173,3.015000002051238
0,6,1,2708.7123190201164,2.6550000002316665
0,6,2,2765.940183488925,1.4699999992444646
0,6,3,2765.940183488925,4.039999999804422
0,6,4,2765.940183488925,10.470000001078006
0,6,5,2708.712319020118,9.664999997767154
0,6,6,2708.712319020118,29.129999998986023
1,6,0,2114.5772993981336,1.909999999043066
1,6,1,2114.577299398133,1.3500000022759195
1,6,2,2114.5772993981336,0.14000000010128133
1,6,3,2384.489936308534,0.1249999986612238
1,6,4,2114.5772993981336,0.8600000001024455
1,6,5,2114.5772993981336,3.6949999994249083
1,6,6,2114.5772993981336,4.435000002558809
2,6,0,2061.9050275129994,0.3499999984342139
2,6,1,2061.905027513,1.2400000014167745
2,6,2,2210.782647970855,0.11000000085914508
2,6,3,2061.9050275129994,0.8100000013655517
2,6,4,2061.905027513,0.5700000001525041
2,6,5,2061.905027513,3.090000001975568
2,6,6,2061.905027513,33.680000000458676
3,6,0,2180.0824797312916,0.340000002324814
3,6,1,2180.0824797312916,0.6150000008346979
3,6,2,2361.1990624548507,0.1049999991664663
3,6,3,2361.1990624548507,0.09000000136438757
3,6,4,2415.806883879419,0.5249999994703103
3,6,5,2180.0824797312916,3.1450000024051405
3,6,6,2180.0824797312916,8.444999999483116
4,6,0,1980.1160076325923,1.344999996945262
4,6,1,1980.1160076325934,1.564999998663552
4,6,2,2086.4476531429423,0.11000000085914508
4,6,3,2013.7449796186006,0.08999999772640876
4,6,4,2086.4476531429423,0.6699999976262916
4,6,5,1980.1160076325925,4.815000000235159
4,6,6,1980.1160076325925,16.390000000683358
5,6,0,2762.6015721397343,0.05999999848427251
5,6,1,2762.601572139734,0.6350000003294554
5,6,2,2762.6015721397343,0.11499999891384505
5,6,3,2762.601572139735,0.08999999772640876
5,6,4,2762.6015721397353,0.5300000011629891
5,6,5,2762.6015721397343,3.315000001748558
5,6,6,2762.6015721397343,6.2050000015005935
6,6,0,2456.6319428435654,0.05999999848427251
6,6,1,2456.6319428435677,2.520000001823064
6,6,2,2456.6319428435654,0.14000000010128133
6,6,3,2456.6319428435654,0.09499999941908754
6,6,4,2456.6319428435654,0.7699999987380579
6,6,5,2456.6319428435654,3.2749999991210643
6,6,6,2485.9937362308465,112.70499999955064
7,6,0,2446.2021320574136,0.06500000017695129
7,6,1,2446.2021320574145,0.09000000136438757
7,6,2,2739.387047531208,0.11000000085914508
7,6,3,2446.2021320574136,0.1049999991664663
7,6,4,2446.202132057414,0.4750000007334165
7,6,5,2446.202132057414,2.485000000888249
7,6,6,2446.202132057414,25.3950000005716
8,6,0,1615.701300447824,0.06500000017695129
8,6,1,1615.7013004478247,0.08499999967170879
8,6,2,1615.7013004478242,0.11500000255182385
8,6,3,1871.4047042728698,0.09000000136438757
