0,12,2064.3982676075098,1,2668.3278677902954,22.034999914467335 
0,12,2064.3982676075098,2,3541.338364194855,0.5400003865361214 
0,12,2064.3982676075098,3,3559.671051541394,0.49999961629509926 
0,12,2064.3982676075098,4,2668.3278677903913,6.264999974519014 
0,12,2064.3982676075098,5,2668.327867790392,161.55500011518598 
1,12,2436.4214301514025,1,3423.3158948592304,33.365000039339066 
1,12,2436.4214301514025,2,3781.4143792113277,0.15999982133507729 
1,12,2436.4214301514025,3,3980.285592344687,0.1850002445280552 
1,12,2436.4214301514025,4,3833.745037227958,16.435000114142895 
1,12,2436.4214301514025,5,3423.315894858641,113.0349999293685 
2,12,2280.150212834052,1,3157.726713177173,67.66000017523766 
2,12,2280.150212834052,2,3336.922118742556,0.1400001347064972 
2,12,2280.150212834052,3,3801.118697934584,0.1650000922381878 
2,12,2280.150212834052,4,3395.7839050278717,2.290000207722187 
2,12,2280.150212834052,5,3157.7267131775498,108.28000027686357 
3,12,2406.627627902434,1,2777.6301804465415,1.9350000657141209 
3,12,2406.627627902434,2,2777.6301804464674,0.135000329464674 
3,12,2406.627627902434,3,3795.9784185462327,0.14999974519014359 
3,12,2406.627627902434,4,2896.813764434753,15.794999897480011 
3,12,2406.627627902434,5,2777.6301804464674,99.59999984130263 
4,12,2090.942138290793,1,3075.6974429874067,29.124999884516 
4,12,2090.942138290793,2,3877.2947609463567,0.1449999399483204 
4,12,2090.942138290793,3,3659.406648095146,0.8249999955296516 
4,12,2090.942138290793,4,3169.2746766653036,1.1450001038610935 
4,12,2090.942138290793,5,3075.69744298737,103.54000004008412 
5,12,2295.4778806894956,1,2803.0790068154606,4.72999969497323 
5,12,2295.4778806894956,2,3010.774996040545,0.1349998638033867 
5,12,2295.4778806894956,3,4014.689282356634,0.07499987259507179 
5,12,2295.4778806894956,4,3083.792652663374,7.014999631792307 
5,12,2295.4778806894956,5,2803.07900681545,110.3850002400577 
6,12,2241.8787380092394,1,3260.9842135627,19.580000080168247 
6,12,2241.8787380092394,2,4016.4243365061557,0.1450004056096077 
6,12,2241.8787380092394,3,3985.485820827925,0.0800001434981823 
6,12,2241.8787380092394,4,3396.406058986457,1.0349997319281101 
6,12,2241.8787380092394,5,3260.9842135620893,101.28500033169985 
7,12,1811.815262040322,1,2767.0880848664747,20.01499990001321 
7,12,1811.815262040322,2,3068.3868296707715,0.1450004056096077 
7,12,1811.815262040322,3,2987.591292818036,0.0700000673532486 
7,12,1811.815262040322,4,2829.0213437102107,2.1649999544024467 
7,12,1811.815262040322,5,2767.0880848663305,101.02499974891543 
8,12,2431.8472204024683,1,3206.044749510932,10.030000004917383 
8,12,2431.8472204024683,2,4062.888947479748,0.1400001347064972 
8,12,2431.8472204024683,3,4176.045597940123,0.07499987259507179 
8,12,2431.8472204024683,4,3206.0447495113285,0.6000003777444363 
8,12,2431.8472204024683,5,3206.0447495113285,91.74999967217445 
9,12,2192.861359538761,1,2950.241528757004,19.62999999523163 
9,12,2192.861359538761,2,3125.952453725562,0.1449999399483204 
9,12,2192.861359538761,3,3856.724704617039,0.07499987259507179 
9,12,2192.861359538761,4,3099.300638313832,0.8149999193847179 
9,12,2192.861359538761,5,2950.241528757366,85.53500007838011 
10,12,2297.808778188267,1,3176.3801294294844,31.715000048279762 
10,12,2297.808778188267,2,3776.6375218512485,0.1449999399483204 
10,12,2297.808778188267,3,4053.427322569612,0.07499987259507179 
10,12,2297.808778188267,4,3260.464478037244,0.8549997583031654 
10,12,2297.808778188267,5,3176.380129429779,94.68000009655952 
11,12,2514.143486833548,1,3380.494992562448,12.31499994173646 
11,12,2514.143486833548,2,3692.1343954151635,0.15999982133507729 
11,12,2514.143486833548,3,4069.0309902846166,0.0750003382563591 
11,12,2514.143486833548,4,3543.7937088469826,0.924999825656414 
11,12,2514.143486833548,5,3380.494992562064,96.91999992355704 
12,12,2743.2002961672306,1,3675.3537959301643,25.880000088363886 
12,12,2743.2002961672306,2,4140.697078309119,0.13999966904520988 
12,12,2743.2002961672306,3,4210.130498650575,0.0800001434981823 
12,12,2743.2002961672306,4,3862.3151992525195,1.5199999324977398 
12,12,2743.2002961672306,5,3675.353795930701,99.2850000038743 
13,12,2255.106777090682,1,3167.940784482219,11.350000277161598 
13,12,2255.106777090682,2,3940.524348468736,0.1400001347064972 
13,12,2255.106777090682,3,4064.195152476621,0.07499987259507179 
13,12,2255.106777090682,4,3301.1792160765526,0.7500001229345798 
13,12,2255.106777090682,5,3167.940784482307,89.88499967381358 
14,12,1945.3087700897756,1,2585.06734389391,24.739999789744616 
14,12,1945.3087700897756,2,2894.7055427578152,0.1400001347064972 
14,12,1945.3087700897756,3,3519.247271865136,0.07499987259507179 
14,12,1945.3087700897756,4,2766.3805059046244,2.219999674707651 
14,12,1945.3087700897756,5,2585.0673438948756,99.90999987348914 
15,12,2327.4290091782304,1,3496.0241991138105,67.53499992191792 
15,12,2327.4290091782304,2,4232.3424177426205,0.1400001347064972 
15,12,2327.4290091782304,3,3895.2581075475164,0.07499987259507179 
15,12,2327.4290091782304,4,3868.5582549714254,0.9150002151727676 
15,12,2327.4290091782304,5,3496.024199110801,84.19999992474914 
16,12,2662.8558358635373,1,3221.2030546230026,9.77499969303608 
16,12,2662.8558358635373,2,3538.197825109666,0.1500002108514309 
16,12,2662.8558358635373,3,4062.8984702030743,0.07499987259507179 
16,12,2662.8558358635373,4,3652.142717662351,0.834999606013298 
16,12,2662.8558358635373,5,3221.2030546229926,85.00499976798892 
17,12,2524.334122868757,1,3284.532492395971,20.08999977260828 
17,12,2524.334122868757,2,3577.1341699507357,0.1400001347064972 
17,12,2524.334122868757,3,4175.551713455768,0.0750003382563591 
17,12,2524.334122868757,4,3668.651353435651,1.4800000935792923 
17,12,2524.334122868757,5,3284.5324923945677,89.20000027865171 
18,12,2537.1203700236383,1,3260.5767253329927,15.72000002488494 
18,12,2537.1203700236383,2,4118.2694599440265,0.1400001347064972 
18,12,2537.1203700236383,3,3932.5497730535917,0.0700000673532486 
18,12,2537.1203700236383,4,3657.0059179897426,1.4999997802078724 
18,12,2537.1203700236383,5,3260.576725332514,90.24999989196658 
19,12,2039.2108844715212,1,2670.920068676002,11.270000133663416 
19,12,2039.2108844715212,2,2872.7237002248307,0.14999974519014359 
19,12,2039.2108844715212,3,3236.0108477912217,0.07499987259507179 
19,12,2039.2108844715212,4,2794.957065608566,0.5349996499717236 
19,12,2039.2108844715212,5,2670.9200686755753,112.04000003635883 
20,12,2426.8251987351914,1,3342.834150123332,23.55000004172325 
20,12,2426.8251987351914,2,3607.5079959214568,0.1550000160932541 
20,12,2426.8251987351914,3,4055.5563865964114,0.0750003382563591 
20,12,2426.8251987351914,4,3958.632672605414,11.990000028163195 
20,12,2426.8251987351914,5,3342.834150122843,101.87499970197678 
21,12,2136.5334857612784,1,2718.5751559561413,3.8300002925097942 
21,12,2136.5334857612784,2,2718.57515595632,0.135000329464674 
21,12,2136.5334857612784,3,3211.8598913229584,0.0650002621114254 
21,12,2136.5334857612784,4,2718.575155956319,0.5700001493096352 
21,12,2136.5334857612784,5,2718.5751559563196,86.8750000372529 
22,12,2528.9745061013323,1,3189.3400799311603,9.194999933242798 
22,12,2528.9745061013323,2,3271.4033173003254,0.1449999399483204 
22,12,2528.9745061013323,3,4053.742873021004,0.0800001434981823 
22,12,2528.9745061013323,4,3477.926151949988,0.845000147819519 
22,12,2528.9745061013323,5,3189.3400799313167,88.90000032261014 
23,12,1848.6101046784017,1,2737.1776819839915,56.065000128000975 
23,12,1848.6101046784017,2,2903.9012918546264,0.1500002108514309 
23,12,1848.6101046784017,3,2786.4256484818143,0.07499987259507179 
23,12,1848.6101046784017,4,2905.6672484432847,0.6050001829862595 
23,12,1848.6101046784017,5,2737.1776819808056,96.9950002618134 
24,12,2491.249749189672,1,3424.821492961009,14.32500034570694 
24,12,2491.249749189672,2,3879.4468747377896,0.1500002108514309 
24,12,2491.249749189672,3,4535.51732663401,0.0700000673532486 
24,12,2491.249749189672,4,3668.128955681737,1.230000052601099 
24,12,2491.249749189672,5,3424.821492960556,101.59500036388636 
25,12,2023.019665483703,1,2867.923656354063,15.98499994724989 
25,12,2023.019665483703,2,3412.1591748468636,0.1550000160932541 
25,12,2023.019665483703,3,3291.5419281248383,0.07499987259507179 
25,12,2023.019665483703,4,3187.4192284516207,1.244999933987856 
25,12,2023.019665483703,5,2867.923656354201,86.55000012367964 
26,12,2431.603656367337,1,3282.2884682715217,38.96000003442168 
26,12,2431.603656367337,2,4051.860448596376,0.1349998638033867 
26,12,2431.603656367337,3,3388.003639325963,0.0700000673532486 
26,12,2431.603656367337,4,3700.1983717918597,3.1849998049438 
26,12,2431.603656367337,5,3282.288468273164,98.2749997638166 
27,12,2344.4072429657945,1,3202.4431249136715,11.7099997587502 
27,12,2344.4072429657945,2,3921.2605887322193,0.1449999399483204 
27,12,2344.4072429657945,3,3740.770574175921,0.0750003382563591 
27,12,2344.4072429657945,4,3275.451932592877,0.8700001053512096 
27,12,2344.4072429657945,5,3202.443124914261,99.9000002630055 
28,12,2475.5934446470105,1,3125.76865185664,8.38000001385808 
28,12,2475.5934446470105,2,3416.142507603362,0.1349998638033867 
28,12,2475.5934446470105,3,3799.7067966360014,0.0700000673532486 
28,12,2475.5934446470105,4,3265.8939524166585,1.184999942779541 
28,12,2475.5934446470105,5,3125.76865185685,84.9200002849102 
29,12,2386.29882376448,1,3314.9573587911214,19.305000081658363 
29,12,2386.29882376448,2,3792.480789234645,0.1449999399483204 
29,12,2386.29882376448,3,3557.1921686497794,0.0700000673532486 
29,12,2386.29882376448,4,3703.5310320267413,1.5899999998509884 
29,12,2386.29882376448,5,3314.9573587910813,86.66500030085444 
30,12,2319.6953180701807,1,3382.64276893226,20.155000034719706 
30,12,2319.6953180701807,2,3965.8825008307176,0.1400001347064972 
30,12,2319.6953180701807,3,4136.575528952385,0.07499987259507179 
30,12,2319.6953180701807,4,3631.237204297482,1.0049999691545963 
30,12,2319.6953180701807,5,3382.6427689324732,85.8399998396635 
31,12,2597.024290855071,1,3609.368615676811,31.01000003516674 
31,12,2597.024290855071,2,4096.761789303495,0.1449999399483204 
31,12,2597.024290855071,3,4365.015495537738,0.0850004144012928 
31,12,2597.024290855071,4,3945.580142919242,1.1300002224743366 
31,12,2597.024290855071,5,3609.3686156764543,99.87499983981252 
32,12,2574.779407240224,1,3667.9063078544073,19.025000277906656 
32,12,2574.779407240224,2,3795.100545903814,0.1400001347064972 
32,12,2574.779407240224,3,4712.652231119053,0.07499987259507179 
32,12,2574.779407240224,4,3795.100545903814,1.1350000277161598 
32,12,2574.779407240224,5,3667.9063078553036,97.22500015050173 
33,12,2452.2038714920072,1,3156.704493813279,7.2200000286102295 
33,12,2452.2038714920072,2,3212.341234314809,0.14999974519014359 
33,12,2452.2038714920072,3,4234.061536227384,0.0700000673532486 
33,12,2452.2038714920072,4,3258.4928233973947,0.7500001229345798 
33,12,2452.2038714920072,5,3156.7044938133654,86.24999970197678 
34,12,2157.5337603253784,1,3018.8152242379033,49.98999973759055 
34,12,2157.5337603253784,2,3449.2603879519074,0.5350001156330109 
34,12,2157.5337603253784,3,3682.5207402127344,0.07499987259507179 
34,12,2157.5337603253784,4,3146.6593911144873,0.9949998930096626 
34,12,2157.5337603253784,5,3018.815224238677,82.93000003322959 
35,12,2555.9602453690472,1,3817.3634087856603,40.289999917149544 
35,12,2555.9602453690472,2,4227.941179003486,0.11499971151351929 
35,12,2555.9602453690472,3,4489.9535384595965,0.0750003382563591 
35,12,2555.9602453690472,4,3913.30864646165,0.9650001302361488 
35,12,2555.9602453690472,5,3817.363408784526,86.5400000475347 
36,12,2150.735080379762,1,2910.0559730135756,10.664999950677156 
36,12,2150.735080379762,2,3487.0099234708755,0.1050001010298729 
36,12,2150.735080379762,3,3270.883216473502,0.0849999487400055 
36,12,2150.735080379762,4,3185.9440405078353,1.2699998915195465 
